[Mo]([O][O][O][O][O][O])	MO7	MO7
[O]([Mo][Mo])	MO7	O20
[O]([Mo])	MO7	O21
[O]([Mo])	MO7	O22
[O]([Mo])	MO7	O23
[O]([Mo])	MO7	O24
[Mo]([O]=[O]=[O])	MOM	MO1
[Mo]([O][O]=[O]=[O])	MOO	MO
[Mo](=[O]=[O][S])	MOS	MO
[Mo](=[O][S])	MOW	MO1
[Cu]([N][N][N][N])	MP1	CU
[N]([C][C][C][Cu])	MP1	N1
[Se]([C][C]=[O])	MSO	SE
[Mo](=[O][S][S])	MSS	MOM1
[Mo](=[O]=[O][S][S])	MTQ	MOM1
[Mo]([O]=[O][S][S])	MTV	MOM1
[Mn]([O])	MW1	MN
[O]([H][H][Mn])	MW1	O1
[Mn]([O][O])	MW2	MN
[O]([H][H][Mn])	MW2	O1
[O]([H][H][Mn])	MW2	O2
[Mn]([O][O][O])	MW3	MN
[O]([H][H][Mn])	MW3	O1
[O]([H][H][Mn])	MW3	O2
[O]([H][H][Mn])	MW3	O3
[Au]([S])	MYQ	AU
[Na]([O][O])	NA2	NA
[O]([H][H][Na])	NA2	O1
[O]([H][H][Na])	NA2	O2
[Na]([O][O][O][O][O])	NA5	NA
[O]([H][H][Na])	NA5	O1
[O]([H][H][Na])	NA5	O2
[O]([H][H][Na])	NA5	O3
[O]([H][H][Na])	NA5	O4
[O]([H][H][Na])	NA5	O5
[Na]([O][O][O][O][O][O])	NA6	NA
[O]([H][H][Na])	NA6	O1
[O]([H][H][Na])	NA6	O2
[O]([H][H][Na])	NA6	O3
[O]([H][H][Na])	NA6	O4
[O]([H][H][Na])	NA6	O5
[O]([H][H][Na])	NA6	O6
[Na]([O])	NAO	NA
[O]([H][H][Na])	NAO	O1
[Na]([O][O][O])	NAW	NA
[O]([H][H][Na])	NAW	O1
[O]([H][H][Na])	NAW	O2
[O]([H][H][Na])	NAW	O3
[Co]([N][N][N][N][N][N])	NCO	CO
[N]([Co][H][H][H])	NCO	N1
[N]([Co][H][H][H])	NCO	N2
[N]([Co][H][H][H])	NCO	N3
[N]([Co][H][H][H])	NCO	N4
[N]([Co][H][H][H])	NCO	N5
[N]([Co][H][H][H])	NCO	N6
[D]([N])	ND4	D1
[D]([N])	ND4	D2
[D]([N])	ND4	D3
[D]([N])	ND4	D4
[Fe]([C][C][C][O])	NFB	FE
[Fe]([C][C][C][O])	NFC	FE
[O]([Fe][Ni]=[O])	NFC	O4
[Fe](=[C]=[C][S][S])	NFE	FE
[Fe]([C][C][C][O])	NFO	FE
[Fe]([C][C][C][Ni])	NFR	FE
[Ni]([S][S][S])	NFS	NI1
[Fe]([S][S])	NFS	FE1
[Fe]([S][S][S])	NFS	FE2
[Fe]([S][S][S])	NFS	FE3
[Fe]([S][S][S])	NFS	FE4
[Fe]([C][C][C][O])	NFV	FE
[O](#[C])	NFV	O1
[Ni]([O])	NI1	NI
[O]([H][H][Ni])	NI1	O1
[Ni]([O][O])	NI2	NI
[O]([H][H][Ni])	NI2	O1
[O]([H][H][Ni])	NI2	O2
[Ni]([O][O][O])	NI3	NI
[O]([H][H][Ni])	NI3	O1
[O]([H][H][Ni])	NI3	O2
[O]([H][H][Ni])	NI3	O3
[Ni]([O][O][O][O][O])	NIK	NI
[O]([H][H][Ni])	NIK	O1
[O]([H][H][Ni])	NIK	O2
[O]([H][H][Ni])	NIK	O3
[O]([H][H][Ni])	NIK	O4
[O]([H][H][Ni])	NIK	O5
[Be]([F][F][F][O])	NMQ	BE
[N]([H][H][H][Ru])	NRU	N1
[Ru]([N][N][N][N][N][N])	NRU	RU
[N]([H][H][H][Ru])	NRU	N4
[N]([H][H][H][Ru])	NRU	N5
[N]([H][H][H][Ru])	NRU	N2
[N]([H][H][H][Ru])	NRU	N3
[N]([H][H][H][Ru])	NRU	N6
[N]([C][C][C][Pt])	NXC	N2
[N]([C][C][C][Pt])	NXC	N1
[Mn]([O][O][O][O])	O4M	MN
[O]([H][H][Mn])	O4M	O4
[O]([H][H][Mn])	O4M	O3
[O]([H][H][Mn])	O4M	O2
[O]([H][H][Mn])	O4M	O1
[Ca]([O])	OC1	CA
[O]([Ca][H][H])	OC1	O1
[Ca]([O][O])	OC2	CA
[O]([Ca][H][H])	OC2	O1
[O]([Ca][H][H])	OC2	O2
[Ca]([O][O][O])	OC3	CA
[O]([Ca][H][H])	OC3	O1
[O]([Ca][H][H])	OC3	O2
[O]([Ca][H][H])	OC3	O3
[Ca]([O][O][O][O])	OC4	CA
[O]([Ca][H][H])	OC4	O1
[O]([Ca][H][H])	OC4	O2
[O]([Ca][H][H])	OC4	O3
[O]([Ca][H][H])	OC4	O4
[Ca]([O][O][O][O][O])	OC5	CA
[O]([Ca][H][H])	OC5	O1
[O]([Ca][H][H])	OC5	O2
[O]([Ca][H][H])	OC5	O3
[O]([Ca][H][H])	OC5	O4
[O]([Ca][H][H])	OC5	O5
[Ca]([O][O][O][O][O][O])	OC6	CA
[O]([Ca][H][H])	OC6	O1
[O]([Ca][H][H])	OC6	O2
[O]([Ca][H][H])	OC6	O3
[O]([Ca][H][H])	OC6	O4
[O]([Ca][H][H])	OC6	O5
[O]([Ca][H][H])	OC6	O6
[Ca]([O][O][O][O][O][O][O])	OC7	CA
[O]([Ca][H][H])	OC7	O1
[O]([Ca][H][H])	OC7	O2
[O]([Ca][H][H])	OC7	O3
[O]([Ca][H][H])	OC7	O4
[O]([Ca][H][H])	OC7	O5
[O]([Ca][H][H])	OC7	O6
[O]([Ca][H][H])	OC7	O7
[Ca]([O][O][O][O][O][O][O][O])	OC8	CA
[O]([Ca][H][H])	OC8	O1
[O]([Ca][H][H])	OC8	O2
[O]([Ca][H][H])	OC8	O3
[O]([Ca][H][H])	OC8	O4
[O]([Ca][H][H])	OC8	O5
[O]([Ca][H][H])	OC8	O6
[O]([Ca][H][H])	OC8	O7
[O]([Ca][H][H])	OC8	O8
[Co]([O])	OCL	CO
[O]([Co][H][H])	OCL	O1
[Co]([O][O][O])	OCM	CO
[O]([Co][H][H])	OCM	O1
[O]([Co][H][H])	OCM	O2
[O]([Co][H][H])	OCM	O3
[Co]([O][O])	OCN	CO
[O]([Co][H][H])	OCN	O1
[O]([Co][H][H])	OCN	O2
[Co]([O][O][O][O][O][O])	OCO	CO
[O]([Co][H][H])	OCO	O1
[O]([Co][H][H])	OCO	O2
[O]([Co][H][H])	OCO	O3
[O]([Co][H][H])	OCO	O4
[O]([Co][H][H])	OCO	O5
[O]([Co][H][H])	OCO	O6
[Mn]([O][O][O])	OEC	MN1
[Mn]([O][O][O])	OEC	MN2
[Mn]([O][O][O])	OEC	MN3
[Mn]([O])	OEC	MN4
[O]([Ca][Mn][Mn])	OEC	O1
[O]([Mn][Mn][Mn])	OEC	O2
[O]([Ca][Mn][Mn])	OEC	O3
[O]([Ca][Mn][Mn][Mn])	OEC	O4
[Ca]([O][O][O])	OEC	CA1
[Fe]([O])	OF1	FE
[O]([Fe][H][H])	OF1	O1
[Fe]([O])	OF2	FE1
[Fe]([O])	OF2	FE2
[Fe]([O])	OF3	FE
[O]([Fe][H][H])	OF3	O1
[Fe]([O])	OFO	FE1
[Fe]([O][O])	OFO	FE2
[Os]([N][N][N][N][N][N])	OHX	OS
[Mo]([O][O]=[O])	OMO	MO
[Be]([F][F][F][O])	ONP	BE
[Ru]([C][Cl][N][N][N][N])	OS1	RU15
[O](#[C])	OS1	O18
[As]([C]=[O])	PA0	AS7
[Pb]([C][C][C])	PBM	PB
[Pt]([Cl][Cl][Cl][Cl])	PC4	PT
[Mo]([O]=[O]=[O][S][S])	PCD	MO
[O]([H][H][Mo])	PCD	OR1
[Pt]([Cl][Cl])	PCL	PT
[Cu]([N][N][N][N])	PCU	CU
[V]([O][O][O][O][O])	PDV	V2
[V]([O][O][O][O])	PDV	V1
[I]([O]=[O]=[O]=[O])	PEJ	I
[Fe]([O][O][O][O][O][O])	PFC	FE
[O](=[C][Fe])	PFC	O3
[O](=[C][Fe])	PFC	O6
[O](=[C][Fe])	PFC	O8
[Hf]([O][O][O][O][O][O])	PHF	HFA
[O]([Hf][Hf][Hf])	PHF	O01
[O]([Hf][Hf][Hf][Hf])	PHF	O02
[Hf]([O][O][O][O][O][O][O])	PHF	HFB
[Hf]([O][O][O][O][O][O])	PHF	HFC
[Hf]([O][O][O][O][O][O][O])	PHF	HFD
[Hf]([O][O][O][O][O][O][O])	PHF	HFE
[Hg]([C])	PHG	HG
[Pd]([C][C][C])	PLL	PD
[Hg]([C])	PMB	HG
[Mg]([N][N][N][N])	PMR	MG
[Ni]([N][N][N][N])	PNI	NI
[Be]([F][F][F][O])	PNQ	BE
[P]([O][O]=[O])	PO3	P
[Fe]([N][N][N][N])	POR	FE
[W]([S])	PTE	W1
[Mg]([O][O][O][O])	PTE	MG1
[O]([H][H][Mg])	PTE	O1G
[O]([H][H][Mg])	PTE	O2G
[Pt]([N][N][N])	PTN	PT
[N]([H][H][H][Pt])	PTN	N1
[N]([H][H][H][Pt])	PTN	N2
[N]([H][H][H][Pt])	PTN	N3
[W]([O][S][S][S][S])	PTT	W1
[Mg]([O][O])	PTT	MG1
[Rh]([N][N][N][N][N][N])	R1C	RH
[Ru]([N][N][N][N][N][N])	R4A	RU
[Ru]([N][N][N][N][N][N])	R5A	RU
[Ru]([N][N][N][N][N][N])	R5B	RU
[Ru]([N][N][N][N][N][N])	R6A	RU
[Ru]([N][N][N][N][N][N])	R7U	RU
[Ru]([N][N][N][N][N][N])	R9A	RU
[Ru]([N][N][N])	RBU	RU
[Re]([O]=[O]=[O]=[O])	REO	RE
[Re]([C][C][C][N][N])	REP	RE
[O](#[C])	REP	O1
[O](#[C])	REP	O2
[O](#[C])	REP	O3
[Re]([C][C][C][N][N])	REQ	RE
[Ru]([N][N][N][N][N][N])	RFA	RU
[Ru]([N][N][N][N][N][N])	RFB	RU
[Rh]([N][N][N][N][N][N])	RHD	RH
[N]([H][H][H][Rh])	RHD	N1
[N]([H][H][H][Rh])	RHD	N2
[N]([H][H][H][Rh])	RHD	N3
[N]([H][H][H][Rh])	RHD	N4
[N]([H][H][H][Rh])	RHD	N5
[N]([H][H][H][Rh])	RHD	N6
[Rh]([N][N][N][N][N])	RHM	RH
[Rh]([C][N][N])	RHX	RH1
[Ru]([N][N][N][N][N])	RTA	RU
[Ru]([N][N][N][N][N])	RTB	RU
[Re]([C][C][C])	RTC	RE
[O](#[C])	RTC	O1
[O](#[C])	RTC	O2
[O](#[C])	RTC	O3
[C]([C][C]=[C][Ru])	RU7	C4
[C]([C]=[C][H][Ru])	RU7	C5
[C]([C]=[C][H][Ru])	RU7	C6
[C]([C]=[C][H][Ru])	RU7	C3
[C]([C]=[C][H][Ru])	RU7	C2
[C]([C][C]=[C][Ru])	RU7	C1
[Ru]([C][C][C][C][C][C][Cl][Cl])	RU7	RU1
[Ru]([N][N][N][N][N][N])	RU8	RU1
[Ru]([N][N][N][N][N][N])	RUA	RU
[Ru]([C][C][C][C][C][C])	RUC	RU11
[C]([C]=[C][H][Ru])	RUC	C29
[C]([C]=[C][H][Ru])	RUC	C30
[C]([C]=[C][H][Ru])	RUC	C31
[C]([C]=[C][H][Ru])	RUC	C26
[C]([C]=[C][H][Ru])	RUC	C27
[C]([C]=[C][H][Ru])	RUC	C28
[Ru]([N][N][N][N])	RUR	RU
[Sb]([O][O][O])	SBO	SB
[Se]([O][O]=[O]=[O])	SE4	SE
[Se]([C][O]=[O])	SEC	SEG
[Se]([C])	SEK	SE
[Fe]([S][S][S])	SF3	FE1
[Fe]([S][S])	SF3	FE3
[Fe]([S][S])	SF3	FE4
[Fe]([S])	SF3	FE7
[Fe]([S][S][S])	SF4	FE1
[Fe]([S][S][S])	SF4	FE2
[Fe]([S][S][S])	SF4	FE3
[Fe]([S][S][S])	SF4	FE4
[S]([H][O][O]=[O])	SFO	S
[Co]([N][N][N][N])	SIR	CO
[Mo](=[O]=[O]=[S])	SMO	MO
[Se](=[C])	SNI	SE
[Se]([C][H]=[O]=[O])	SOC	SE
[D]([N])	SPW	D1A
[D]([N])	SPW	D1B
[D]([N])	SPW	D1C
[D]([N])	SPW	D5A
[D]([N])	SPW	D5B
[D]([N])	SPW	DXT
[D]([N])	SPW	DXU
[D]([N])	SPW	DXX
[D]([N])	SPW	DXY
[D]([N])	SPW	DXZ
[Fe]([N][N][N][N])	SRM	FE
[Se]([C][C][C])	SSE	SE4
[V]([O][O][O][O][O])	SVA	V
[Pd]([Br][C][S][S])	SXC	PD1
[Ta]([Br][Br][Br][Br][Ta][Ta][Ta][Ta])	TBR	TA1
[Ta]([Br][Br][Br][Br][Ta][Ta][Ta][Ta])	TBR	TA2
[Ta]([Br][Br][Br][Br][Ta][Ta][Ta][Ta])	TBR	TA3
[Ta]([Br][Br][Br][Br][Ta][Ta][Ta][Ta])	TBR	TA4
[Ta]([Br][Br][Br][Br][Ta][Ta][Ta][Ta])	TBR	TA5
[Ta]([Br][Br][Br][Br][Ta][Ta][Ta][Ta])	TBR	TA6
[Br]([Ta][Ta])	TBR	BR1
[Br]([Ta][Ta])	TBR	BR2
[Br]([Ta][Ta])	TBR	BR3
[Br]([Ta][Ta])	TBR	BR4
[Br]([Ta][Ta])	TBR	BR5
[Br]([Ta][Ta])	TBR	BR6
[Br]([Ta][Ta])	TBR	BR7
[Br]([Ta][Ta])	TBR	BR8
[Br]([Ta][Ta])	TBR	BR9
[Br]([Ta][Ta])	TBR	BRA
[Br]([Ta][Ta])	TBR	BRB
[Br]([Ta][Ta])	TBR	BRC
[Ni]([C][C][C][C])	TCN	NI
[Te]([O][O][O][O][O][O])	TE6	TE1
[Cr]([N][O][O])	TIL	CR
[Cl]([C][N])	TKL	CL
[Pt]([N][N][N])	TPT	PT1
[D]([C])	TSD	D31
[D]([C])	TSD	D32
[D]([C])	TSD	D21
[D]([C])	TSD	D22
[Te](=[C])	TTI	TE5
[V]([O][O][O][O]=[O])	UVC	V
[S](=[C]=[N])	V21	S15
[V]([O][O][O]=[O])	V4O	V1
[V]([O][O][O]=[O])	V4O	V2
[V]([O][O][O]=[O])	V4O	V3
[V]([O][O][O]=[O])	V4O	V4
[V]([O]=[O]=[O]=[O])	V7O	V1
[V]([O]=[O]=[O])	V7O	V2
[V]([O][O]=[O]=[O])	V7O	V3
[V]([O][O]=[O]=[O])	V7O	V4
[V]([O][O]=[O])	V7O	V5
[V]([O]=[O]=[O])	V7O	V6
[V]([O]=[O]=[O]=[O])	V7O	V7
[O]([V][V][V])	V7O	O4
[O]([V][V][V])	V7O	O14
[V]([O]=[O]=[O])	VA3	V1
[V]([O][O][O]=[O])	VA3	V2
[O](=[V])	VA3	O4
[V]([O]=[O]=[O])	VA3	V3
[Fe]([N][N][N][N])	VEA	FE
[Fe]([N][N][N][N])	VER	FE
[V]([O][O]=[O]=[O])	VG1	V
[V]([O]=[O]=[O])	VN4	V
[V]([O][O][O]=[O])	VO3	V1
[V]([O][O][O]=[O])	VO3	V2
[V]([O][O][O]=[O])	VO3	V3
[V]([O][O][O]=[O])	VO3	V4
[V]([O][O][O]=[O])	VO4	V
[Ni]([S][S][S])	WCC	NI
[Fe]([S][S][S])	WCC	FE1
[Fe]([S][S][S])	WCC	FE3
[Fe]([S][S][S])	WCC	FE4
[W]([O][O][O][O][O][O])	WO2	W1
[W]([O][O][O][O][O][O])	WO2	W2
[W]([O][O][O][O][O][O])	WO2	W3
[W]([O][O][O][O][O][O])	WO2	W4
[W]([O][O][O][O][O][O])	WO2	W5
[W]([O][O][O][O][O][O])	WO2	W6
[W]([O][O][O][O][O][O])	WO2	W7
[W]([O][O][O][O][O][O])	WO2	W8
[W]([O][O][O][O][O][O])	WO2	W9
[W]([O][O][O][O][O][O])	WO2	W10
[W]([O][O][O][O][O][O])	WO2	W11
[W]([O][O][O][O][O][O])	WO2	W12
[W]([O][O][O][O][O][O])	WO2	W13
[W]([O][O][O][O][O][O])	WO2	W14
[W]([O][O][O][O][O][O])	WO2	W15
[W]([O][O][O][O][O][O])	WO2	W16
[W]([O][O][O][O][O][O])	WO2	W17
[W]([O][O][O][O][O][O])	WO2	W18
[P]([O][O][O][O])	WO2	P1
[O]([P][W][W])	WO2	OP1
[O]([P][W][W])	WO2	OP2
[O]([P][W][W])	WO2	OP3
[O]([P][W][W][W])	WO2	OP4
[P]([O][O][O][O])	WO2	P2
[O]([P][W][W])	WO2	OP5
[O]([P][W][W])	WO2	OP6
[O]([P][W][W])	WO2	OP7
[O]([P][W][W][W])	WO2	OP8
[W](=[O]=[O]=[O]=[O]=[O]=[O])	WO3	WA
[W](=[O]=[O]=[O]=[O]=[O]=[O])	WO3	WB
[W](=[O]=[O]=[O]=[O]=[O]=[O])	WO3	WC
[O](=[W]=[W]=[W])	WO3	O
[O](=[W]=[W])	WO3	O3A
[O](=[W]=[W])	WO3	O3B
[O](=[W]=[W])	WO3	O3C
[W]([O][O]=[O]=[O])	WO4	W
[W]([O][O][O][O][O])	WO5	W
[W]([O][O][O]=[O])	WO6	W
[Fe]([S][S][S])	XCC	FE1
[Fe]([S])	XCC	FE2
[Fe]([S][S][S])	XCC	FE3
[Fe]([S][S][S])	XCC	FE4
[Y]([N][O][O][O][O])	YBT	Y1
[O]([C][H][Y])	YBT	O1
[O]([C][H][Y])	YBT	O2
[O]([C][H][Y])	YBT	O4
[O]([C][H][Y])	YBT	O5
[N]([C][C][C][Y])	YBT	N1
[Y]([O])	YH	Y
[O]([H][H][Y])	YH	O1
[Fe]([N][N][O][O])	YOK	FE
[Fe]([N][N][O][O])	YOL	FE
[Fe]([N][N][O][O])	YOM	FE
[Zn]([N][N][N][N])	ZEM	ZN
[Zn]([O][O][O])	ZH3	ZN
[Zn]([O])	ZN3	ZN
[O]([H][H][Zn])	ZN3	O1
[Zn]([N][N][N][N])	ZNH	ZN
[Zn]([O][O])	ZNO	ZN
[O]([H][H][Zn])	ZNO	O1
[O]([H][H][Zn])	ZNO	O2
[Zn]([O][O][O])	ZO3	ZN
[O]([H][H][Zn])	ZO3	O1
[O]([H][H][Zn])	ZO3	O2
[O]([H][H][Zn])	ZO3	O3
[Zr]([O][O][O][O][O][O][O])	ZRC	ZR1
[Zr]([O][O][O][O][O][O][O])	ZRC	ZR2
[Zr]([O][O][O][O][O][O][O])	ZRC	ZR3
[Se]([C][O]=[O])	ZYZ	SE
